word1,word2,label
TAB,MOM,0
TAB,NETS,0
BUCKS,RETURN,0
BUCKS,HAIL,0
BUCKS,OPTION,0
BUCKS,RAIN,0
BUCKS,SLEET,0
BUCKS,RACECAR,0
BUCKS,MOM,0
RETURN,JAZZ,0
RETURN,HAIL,0
RETURN,RAIN,0
RETURN,SLEET,0
RETURN,RACECAR,0
RETURN,MOM,0
RETURN,NETS,0
JAZZ,HAIL,0
JAZZ,OPTION,0
JAZZ,RAIN,0
JAZZ,SLEET,0
JAZZ,RACECAR,0
JAZZ,MOM,0
HAIL,OPTION,0
HAIL,RACECAR,0
HAIL,MOM,0
HAIL,NETS,0
OPTION,RAIN,0
OPTION,SLEET,0
OPTION,RACECAR,0
OPTION,MOM,0
OPTION,NETS,0
RAIN,RACECAR,0
RAIN,MOM,0
RAIN,NETS,0
SLEET,RACECAR,0
SLEET,MOM,0
SLEET,NETS,0
RACECAR,NETS,0
MOM,NETS,0
PUMP,LOAFER,1
PUMP,BOOT,1
PUMP,SNEAKER,1
FOOT,LEAGUE,1
FOOT,YARD,1
FOOT,MILE,1
TIME,US,1
TIME,PEOPLE,1
TIME,ESSENCE,1
SEA,WHY,1
SEA,ARE,1
SEA,QUEUE,1
LEAGUE,YARD,1
LEAGUE,MILE,1
LOAFER,BOOT,1
LOAFER,SNEAKER,1
WHY,ARE,1
WHY,QUEUE,1
US,PEOPLE,1
US,ESSENCE,1
BOOT,SNEAKER,1
YARD,MILE,1
PEOPLE,ESSENCE,1
ARE,QUEUE,1
PUMP,FOOT,0
PUMP,TIME,0
PUMP,SEA,0
PUMP,LEAGUE,0
PUMP,WHY,0
PUMP,US,0
PUMP,YARD,0
PUMP,PEOPLE,0
PUMP,ARE,0
PUMP,MILE,0
PUMP,QUEUE,0
PUMP,ESSENCE,0
FOOT,TIME,0
FOOT,SEA,0
FOOT,LOAFER,0
FOOT,WHY,0
FOOT,US,0
FOOT,BOOT,0
FOOT,PEOPLE,0
FOOT,ARE,0
FOOT,SNEAKER,0
FOOT,QUEUE,0
FOOT,ESSENCE,0
TIME,SEA,0
TIME,LEAGUE,0
TIME,LOAFER,0
TIME,WHY,0
TIME,BOOT,0
TIME,YARD,0
TIME,ARE,0
TIME,MILE,0
TIME,SNEAKER,0
TIME,QUEUE,0
SEA,LEAGUE,0
SEA,LOAFER,0
SEA,US,0
SEA,BOOT,0
SEA,YARD,0
SEA,PEOPLE,0
SEA,MILE,0
SEA,SNEAKER,0
SEA,ESSENCE,0
LEAGUE,LOAFER,0
LEAGUE,WHY,0
LEAGUE,US,0
LEAGUE,BOOT,0
LEAGUE,PEOPLE,0
LEAGUE,ARE,0
LEAGUE,SNEAKER,0
LEAGUE,QUEUE,0
LEAGUE,ESSENCE,0
LOAFER,WHY,0
LOAFER,US,0
LOAFER,YARD,0
LOAFER,PEOPLE,0
LOAFER,ARE,0
LOAFER,MILE,0
LOAFER,QUEUE,0
LOAFER,ESSENCE,0
WHY,US,0
WHY,BOOT,0
WHY,YARD,0
WHY,PEOPLE,0
WHY,MILE,0
WHY,SNEAKER,0
WHY,ESSENCE,0
US,BOOT,0
US,YARD,0
US,ARE,0
US,MILE,0
US,SNEAKER,0
US,QUEUE,0
BOOT,YARD,0
BOOT,PEOPLE,0
BOOT,ARE,0
BOOT,MILE,0
BOOT,QUEUE,0
BOOT,ESSENCE,0
YARD,PEOPLE,0
YARD,ARE,0
YARD,SNEAKER,0
YARD,QUEUE,0
YARD,ESSENCE,0
PEOPLE,ARE,0
PEOPLE,MILE,0
PEOPLE,SNEAKER,0
PEOPLE,QUEUE,0
ARE,MILE,0
ARE,SNEAKER,0
ARE,ESSENCE,0
MILE,SNEAKER,0
MILE,QUEUE,0
MILE,ESSENCE,0
SNEAKER,QUEUE,0
SNEAKER,ESSENCE,0
QUEUE,ESSENCE,0
AMIGO,STOOGE,1
AMIGO,KING,1
AMIGO,TENOR,1
MOUTH,NOSE,1
MOUTH,EYE,1
MOUTH,CHEEK,1
LAB,POM,1
LAB,PIT,1
LAB,PEKE,1
STOOGE,KING,1
STOOGE,TENOR,1
WOLF,CHOW,1
WOLF,SCARF,1
WOLF,GOBBLE,1
KING,TENOR,1
NOSE,EYE,1
NOSE,CHEEK,1
CHOW,SCARF,1
CHOW,GOBBLE,1
POM,PIT,1
POM,PEKE,1
SCARF,GOBBLE,1
EYE,CHEEK,1
PIT,PEKE,1
AMIGO,MOUTH,0
AMIGO,LAB,0
AMIGO,WOLF,0
AMIGO,NOSE,0
AMIGO,CHOW,0
AMIGO,POM,0
AMIGO,SCARF,0
AMIGO,EYE,0
AMIGO,PIT,0
AMIGO,GOBBLE,0
AMIGO,PEKE,0
AMIGO,CHEEK,0
MOUTH,LAB,0
MOUTH,STOOGE,0
MOUTH,WOLF,0
MOUTH,KING,0
MOUTH,CHOW,0
MOUTH,TENOR,0
MOUTH,POM,0
MOUTH,SCARF,0
MOUTH,PIT,0
MOUTH,GOBBLE,0
MOUTH,PEKE,0
LAB,STOOGE,0
LAB,WOLF,0
LAB,KING,0
LAB,NOSE,0
LAB,CHOW,0
LAB,TENOR,0
LAB,SCARF,0
LAB,EYE,0
LAB,GOBBLE,0
LAB,CHEEK,0
STOOGE,WOLF,0
STOOGE,NOSE,0
STOOGE,CHOW,0
STOOGE,POM,0
STOOGE,SCARF,0
STOOGE,EYE,0
STOOGE,PIT,0
STOOGE,GOBBLE,0
STOOGE,PEKE,0
STOOGE,CHEEK,0
WOLF,KING,0
WOLF,NOSE,0
WOLF,TENOR,0
WOLF,POM,0
WOLF,EYE,0
WOLF,PIT,0
WOLF,PEKE,0
WOLF,CHEEK,0
KING,NOSE,0
KING,CHOW,0
KING,POM,0
KING,SCARF,0
KING,EYE,0
KING,PIT,0
KING,GOBBLE,0
KING,PEKE,0
KING,CHEEK,0
NOSE,CHOW,0
NOSE,TENOR,0
NOSE,POM,0
NOSE,SCARF,0
NOSE,PIT,0
NOSE,GOBBLE,0
NOSE,PEKE,0
CHOW,TENOR,0
CHOW,POM,0
CHOW,EYE,0
CHOW,PIT,0
CHOW,PEKE,0
CHOW,CHEEK,0
TENOR,POM,0
TENOR,SCARF,0
TENOR,EYE,0
TENOR,PIT,0
TENOR,GOBBLE,0
TENOR,PEKE,0
TENOR,CHEEK,0
POM,SCARF,0
POM,EYE,0
POM,GOBBLE,0
POM,CHEEK,0
SCARF,EYE,0
SCARF,PIT,0
SCARF,PEKE,0
SCARF,CHEEK,0
EYE,PIT,0
EYE,GOBBLE,0
EYE,PEKE,0
PIT,GOBBLE,0
PIT,CHEEK,0
GOBBLE,PEKE,0
GOBBLE,CHEEK,0
PEKE,CHEEK,0
DUST,MOP,1
DUST,SWEEP,1
DUST,VACUUM,1
CATS,CAROUSEL,1
CATS,CHICAGO,1
CATS,CABARET,1
SPIDER,IRON,1
SPIDER,SUPER,1
SPIDER,BAT,1
CAROUSEL,CHICAGO,1
CAROUSEL,CABARET,1
PUMA,NIKE,1
PUMA,REEBOK,1
PUMA,ADIDAS,1
IRON,SUPER,1
IRON,BAT,1
NIKE,REEBOK,1
NIKE,ADIDAS,1
MOP,SWEEP,1
MOP,VACUUM,1
CHICAGO,CABARET,1
SWEEP,VACUUM,1
SUPER,BAT,1
REEBOK,ADIDAS,1
DUST,CATS,0
DUST,SPIDER,0
DUST,CAROUSEL,0
DUST,PUMA,0
DUST,IRON,0
DUST,NIKE,0
DUST,CHICAGO,0
DUST,SUPER,0
DUST,BAT,0
DUST,REEBOK,0
DUST,CABARET,0
DUST,ADIDAS,0
CATS,SPIDER,0
CATS,PUMA,0
CATS,IRON,0
CATS,NIKE,0
CATS,MOP,0
CATS,SWEEP,0
CATS,SUPER,0
CATS,BAT,0
CATS,REEBOK,0
CATS,VACUUM,0
CATS,ADIDAS,0
SPIDER,CAROUSEL,0
SPIDER,PUMA,0
SPIDER,NIKE,0
SPIDER,MOP,0
SPIDER,CHICAGO,0
SPIDER,SWEEP,0
SPIDER,REEBOK,0
SPIDER,CABARET,0
SPIDER,VACUUM,0
SPIDER,ADIDAS,0
CAROUSEL,PUMA,0
CAROUSEL,IRON,0
CAROUSEL,NIKE,0
CAROUSEL,MOP,0
CAROUSEL,SWEEP,0
CAROUSEL,SUPER,0
CAROUSEL,BAT,0
CAROUSEL,REEBOK,0
CAROUSEL,VACUUM,0
CAROUSEL,ADIDAS,0
PUMA,IRON,0
PUMA,MOP,0
PUMA,CHICAGO,0
PUMA,SWEEP,0
PUMA,SUPER,0
PUMA,BAT,0
PUMA,CABARET,0
PUMA,VACUUM,0
IRON,NIKE,0
IRON,MOP,0
IRON,CHICAGO,0
IRON,SWEEP,0
IRON,REEBOK,0
IRON,CABARET,0
IRON,VACUUM,0
IRON,ADIDAS,0
NIKE,MOP,0
NIKE,CHICAGO,0
NIKE,SWEEP,0
NIKE,SUPER,0
NIKE,BAT,0
NIKE,CABARET,0
NIKE,VACUUM,0
MOP,CHICAGO,0
MOP,SUPER,0
MOP,BAT,0
MOP,REEBOK,0
MOP,CABARET,0
MOP,ADIDAS,0
CHICAGO,SWEEP,0
CHICAGO,SUPER,0
CHICAGO,BAT,0
CHICAGO,REEBOK,0
CHICAGO,VACUUM,0
CHICAGO,ADIDAS,0
SWEEP,SUPER,0
SWEEP,BAT,0
SWEEP,REEBOK,0
SWEEP,CABARET,0
SWEEP,ADIDAS,0
SUPER,REEBOK,0
SUPER,CABARET,0
SUPER,VACUUM,0
SUPER,ADIDAS,0
BAT,REEBOK,0
BAT,CABARET,0
BAT,VACUUM,0
BAT,ADIDAS,0
REEBOK,CABARET,0
REEBOK,VACUUM,0
CABARET,VACUUM,0
CABARET,ADIDAS,0
VACUUM,ADIDAS,0
MUSTARD,PLUM,1
MUSTARD,GREEN,1
MUSTARD,SCARLET,1
TARTAR,RELISH,1
TARTAR,KETCHUP,1
TARTAR,MAYO,1
PLUM,GREEN,1
PLUM,SCARLET,1
BLUE,GLUM,1
BLUE,DOWN,1
BLUE,LOW,1
GREEN,SCARLET,1
PRIME,PEACOCK,1
PRIME,HULU,1
PRIME,NETFLIX,1
GLUM,DOWN,1
GLUM,LOW,1
RELISH,KETCHUP,1
RELISH,MAYO,1
DOWN,LOW,1
PEACOCK,HULU,1
PEACOCK,NETFLIX,1
KETCHUP,MAYO,1
HULU,NETFLIX,1
MUSTARD,TARTAR,0
MUSTARD,BLUE,0
MUSTARD,PRIME,0
MUSTARD,GLUM,0
MUSTARD,RELISH,0
MUSTARD,DOWN,0
MUSTARD,PEACOCK,0
MUSTARD,KETCHUP,0
MUSTARD,LOW,0
MUSTARD,HULU,0
MUSTARD,MAYO,0
MUSTARD,NETFLIX,0
TARTAR,PLUM,0
TARTAR,BLUE,0
TARTAR,GREEN,0
TARTAR,PRIME,0
TARTAR,GLUM,0
TARTAR,DOWN,0
TARTAR,PEACOCK,0
TARTAR,LOW,0
TARTAR,HULU,0
TARTAR,SCARLET,0
TARTAR,NETFLIX,0
PLUM,BLUE,0
PLUM,PRIME,0
PLUM,GLUM,0
PLUM,RELISH,0
PLUM,DOWN,0
PLUM,PEACOCK,0
PLUM,KETCHUP,0
PLUM,LOW,0
PLUM,HULU,0
PLUM,MAYO,0
PLUM,NETFLIX,0
BLUE,GREEN,0
BLUE,PRIME,0
BLUE,RELISH,0
BLUE,PEACOCK,0
BLUE,KETCHUP,0
BLUE,HULU,0
BLUE,SCARLET,0
BLUE,MAYO,0
BLUE,NETFLIX,0
GREEN,PRIME,0
GREEN,GLUM,0
GREEN,RELISH,0
GREEN,DOWN,0
GREEN,PEACOCK,0
GREEN,KETCHUP,0
GREEN,LOW,0
GREEN,HULU,0
GREEN,MAYO,0
GREEN,NETFLIX,0
PRIME,GLUM,0
PRIME,RELISH,0
PRIME,DOWN,0
PRIME,KETCHUP,0
PRIME,LOW,0
PRIME,SCARLET,0
PRIME,MAYO,0
GLUM,RELISH,0
GLUM,PEACOCK,0
GLUM,KETCHUP,0
GLUM,HULU,0
GLUM,SCARLET,0
GLUM,MAYO,0
GLUM,NETFLIX,0
RELISH,DOWN,0
RELISH,PEACOCK,0
RELISH,LOW,0
RELISH,HULU,0
RELISH,SCARLET,0
RELISH,NETFLIX,0
DOWN,PEACOCK,0
DOWN,KETCHUP,0
DOWN,HULU,0
DOWN,SCARLET,0
DOWN,MAYO,0
DOWN,NETFLIX,0
PEACOCK,KETCHUP,0
PEACOCK,LOW,0
PEACOCK,SCARLET,0
PEACOCK,MAYO,0
KETCHUP,LOW,0
KETCHUP,HULU,0
KETCHUP,SCARLET,0
KETCHUP,NETFLIX,0
LOW,HULU,0
LOW,SCARLET,0
LOW,MAYO,0
LOW,NETFLIX,0
HULU,SCARLET,0
HULU,MAYO,0
SCARLET,MAYO,0
SCARLET,NETFLIX,0
MAYO,NETFLIX,0
WONDER,SIN,1
WONDER,SEA,1
WONDER,SISTER,1
FUTURE,ICE CUBE,1
FUTURE,Q-TIP,1
FUTURE,COMMON,1
BABY,ROYAL,1
BABY,MIDNIGHT,1
BABY,POWDER,1
GO,CHANCE,1
GO,JAIL,1
GO,BOARDWALK,1
SIN,SEA,1
SIN,SISTER,1
CHANCE,JAIL,1
CHANCE,BOARDWALK,1
ROYAL,MIDNIGHT,1
ROYAL,POWDER,1
ICE CUBE,Q-TIP,1
ICE CUBE,COMMON,1
MIDNIGHT,POWDER,1
JAIL,BOARDWALK,1
SEA,SISTER,1
Q-TIP,COMMON,1
WONDER,FUTURE,0
WONDER,BABY,0
WONDER,GO,0
WONDER,CHANCE,0
WONDER,ROYAL,0
WONDER,ICE CUBE,0
WONDER,MIDNIGHT,0
WONDER,JAIL,0
WONDER,POWDER,0
WONDER,Q-TIP,0
WONDER,BOARDWALK,0
WONDER,COMMON,0
FUTURE,BABY,0
FUTURE,GO,0
FUTURE,SIN,0
FUTURE,CHANCE,0
FUTURE,ROYAL,0
FUTURE,MIDNIGHT,0
FUTURE,JAIL,0
FUTURE,SEA,0
FUTURE,POWDER,0
FUTURE,SISTER,0
FUTURE,BOARDWALK,0
BABY,GO,0
BABY,SIN,0
BABY,CHANCE,0
BABY,ICE CUBE,0
BABY,JAIL,0
BABY,SEA,0
BABY,Q-TIP,0
BABY,SISTER,0
BABY,BOARDWALK,0
BABY,COMMON,0
GO,SIN,0
GO,ROYAL,0
GO,ICE CUBE,0
GO,MIDNIGHT,0
GO,SEA,0
GO,POWDER,0
GO,Q-TIP,0
GO,SISTER,0
GO,COMMON,0
SIN,CHANCE,0
SIN,ROYAL,0
SIN,ICE CUBE,0
SIN,MIDNIGHT,0
SIN,JAIL,0
SIN,POWDER,0
SIN,Q-TIP,0
SIN,BOARDWALK,0
SIN,COMMON,0
CHANCE,ROYAL,0
CHANCE,ICE CUBE,0
CHANCE,MIDNIGHT,0
CHANCE,SEA,0
CHANCE,POWDER,0
CHANCE,Q-TIP,0
CHANCE,SISTER,0
CHANCE,COMMON,0
ROYAL,ICE CUBE,0
ROYAL,JAIL,0
ROYAL,SEA,0
ROYAL,Q-TIP,0
ROYAL,SISTER,0
ROYAL,BOARDWALK,0
ROYAL,COMMON,0
ICE CUBE,MIDNIGHT,0
ICE CUBE,JAIL,0
ICE CUBE,SEA,0
ICE CUBE,POWDER,0
ICE CUBE,SISTER,0
ICE CUBE,BOARDWALK,0
MIDNIGHT,JAIL,0
MIDNIGHT,SEA,0
MIDNIGHT,Q-TIP,0
MIDNIGHT,SISTER,0
MIDNIGHT,BOARDWALK,0
MIDNIGHT,COMMON,0
JAIL,SEA,0
JAIL,POWDER,0
JAIL,Q-TIP,0
JAIL,SISTER,0
JAIL,COMMON,0
SEA,POWDER,0
SEA,Q-TIP,0
SEA,BOARDWALK,0
SEA,COMMON,0
POWDER,Q-TIP,0
POWDER,SISTER,0
POWDER,BOARDWALK,0
POWDER,COMMON,0
Q-TIP,SISTER,0
Q-TIP,BOARDWALK,0
SISTER,BOARDWALK,0
SISTER,COMMON,0
BOARDWALK,COMMON,0
JOHN,THRONE,1
JOHN,HEAD,1
JOHN,CAN,1
CUB,JOEY,1
CUB,CALF,1
CUB,KID,1
STAR,SILVER,1
STAR,JELLY,1
STAR,CRAY,1
SILVER,JELLY,1
SILVER,CRAY,1
KNEE,ANKLE,1
KNEE,SHIN,1
KNEE,THIGH,1
THRONE,HEAD,1
THRONE,CAN,1
JOEY,CALF,1
JOEY,KID,1
JELLY,CRAY,1
CALF,KID,1
ANKLE,SHIN,1
ANKLE,THIGH,1
HEAD,CAN,1
SHIN,THIGH,1
JOHN,CUB,0
JOHN,STAR,0
JOHN,SILVER,0
JOHN,KNEE,0
JOHN,JOEY,0
JOHN,JELLY,0
JOHN,CALF,0
JOHN,ANKLE,0
JOHN,CRAY,0
JOHN,SHIN,0
JOHN,KID,0
JOHN,THIGH,0
CUB,STAR,0
CUB,SILVER,0
CUB,KNEE,0
CUB,THRONE,0
CUB,JELLY,0
CUB,ANKLE,0
CUB,CRAY,0
CUB,HEAD,0
CUB,SHIN,0
CUB,CAN,0
CUB,THIGH,0
STAR,KNEE,0
STAR,THRONE,0
STAR,JOEY,0
STAR,CALF,0
STAR,ANKLE,0
STAR,HEAD,0
STAR,SHIN,0
STAR,CAN,0
STAR,KID,0
STAR,THIGH,0
SILVER,KNEE,0
SILVER,THRONE,0
SILVER,JOEY,0
SILVER,CALF,0
SILVER,ANKLE,0
SILVER,HEAD,0
SILVER,SHIN,0
SILVER,CAN,0
SILVER,KID,0
SILVER,THIGH,0
KNEE,THRONE,0
KNEE,JOEY,0
KNEE,JELLY,0
KNEE,CALF,0
KNEE,CRAY,0
KNEE,HEAD,0
KNEE,CAN,0
KNEE,KID,0
THRONE,JOEY,0
THRONE,JELLY,0
THRONE,CALF,0
THRONE,ANKLE,0
THRONE,CRAY,0
THRONE,SHIN,0
THRONE,KID,0
THRONE,THIGH,0
JOEY,JELLY,0
JOEY,ANKLE,0
JOEY,CRAY,0
JOEY,HEAD,0
JOEY,SHIN,0
JOEY,CAN,0
JOEY,THIGH,0
JELLY,CALF,0
JELLY,ANKLE,0
JELLY,HEAD,0
JELLY,SHIN,0
JELLY,CAN,0
JELLY,KID,0
JELLY,THIGH,0
CALF,ANKLE,0
CALF,CRAY,0
CALF,HEAD,0
CALF,SHIN,0
CALF,CAN,0
CALF,THIGH,0
ANKLE,CRAY,0
ANKLE,HEAD,0
ANKLE,CAN,0
ANKLE,KID,0
CRAY,HEAD,0
CRAY,SHIN,0
CRAY,CAN,0
CRAY,KID,0
CRAY,THIGH,0
HEAD,SHIN,0
HEAD,KID,0
HEAD,THIGH,0
SHIN,CAN,0
SHIN,KID,0
CAN,KID,0
CAN,THIGH,0
KID,THIGH,0
LOCKSMITH,PIANO,1
LOCKSMITH,FLORIDA,1
LOCKSMITH,CRYPTOGRAPHY,1
FIRE TRUCK,RUBY,1
FIRE TRUCK,CHERRY,1
FIRE TRUCK,STOP SIGN,1
KING,TWIN,1
KING,QUEEN,1
KING,FULL,1
PIANO,FLORIDA,1
PIANO,CRYPTOGRAPHY,1
CHESS,GO,1
CHESS,CHECKERS,1
CHESS,BACKGAMMON,1
RUBY,CHERRY,1
RUBY,STOP SIGN,1
FLORIDA,CRYPTOGRAPHY,1
TWIN,QUEEN,1
TWIN,FULL,1
CHERRY,STOP SIGN,1
QUEEN,FULL,1
GO,CHECKERS,1
GO,BACKGAMMON,1
CHECKERS,BACKGAMMON,1
LOCKSMITH,FIRE TRUCK,0
LOCKSMITH,KING,0
LOCKSMITH,CHESS,0
LOCKSMITH,RUBY,0
LOCKSMITH,TWIN,0
LOCKSMITH,CHERRY,0
LOCKSMITH,QUEEN,0
LOCKSMITH,STOP SIGN,0
LOCKSMITH,GO,0
LOCKSMITH,CHECKERS,0
LOCKSMITH,FULL,0
LOCKSMITH,BACKGAMMON,0
FIRE TRUCK,KING,0
FIRE TRUCK,PIANO,0
FIRE TRUCK,CHESS,0
FIRE TRUCK,FLORIDA,0
FIRE TRUCK,TWIN,0
FIRE TRUCK,QUEEN,0
FIRE TRUCK,GO,0
FIRE TRUCK,CHECKERS,0
FIRE TRUCK,CRYPTOGRAPHY,0
FIRE TRUCK,FULL,0
FIRE TRUCK,BACKGAMMON,0
KING,PIANO,0
KING,CHESS,0
KING,RUBY,0
KING,FLORIDA,0
KING,CHERRY,0
KING,STOP SIGN,0
KING,GO,0
KING,CHECKERS,0
KING,CRYPTOGRAPHY,0
KING,BACKGAMMON,0
PIANO,CHESS,0
PIANO,RUBY,0
PIANO,TWIN,0
PIANO,CHERRY,0
PIANO,QUEEN,0
PIANO,STOP SIGN,0
PIANO,GO,0
PIANO,CHECKERS,0
PIANO,FULL,0
PIANO,BACKGAMMON,0
CHESS,RUBY,0
CHESS,FLORIDA,0
CHESS,TWIN,0
CHESS,CHERRY,0
CHESS,QUEEN,0
CHESS,STOP SIGN,0
CHESS,CRYPTOGRAPHY,0
CHESS,FULL,0
RUBY,FLORIDA,0
RUBY,TWIN,0
RUBY,QUEEN,0
RUBY,GO,0
RUBY,CHECKERS,0
RUBY,CRYPTOGRAPHY,0
RUBY,FULL,0
RUBY,BACKGAMMON,0
FLORIDA,TWIN,0
FLORIDA,CHERRY,0
FLORIDA,QUEEN,0
FLORIDA,STOP SIGN,0
FLORIDA,GO,0
FLORIDA,CHECKERS,0
FLORIDA,FULL,0
FLORIDA,BACKGAMMON,0
TWIN,CHERRY,0
TWIN,STOP SIGN,0
TWIN,GO,0
TWIN,CHECKERS,0
TWIN,CRYPTOGRAPHY,0
TWIN,BACKGAMMON,0
CHERRY,QUEEN,0
CHERRY,GO,0
CHERRY,CHECKERS,0
CHERRY,CRYPTOGRAPHY,0
CHERRY,FULL,0
CHERRY,BACKGAMMON,0
QUEEN,STOP SIGN,0
QUEEN,GO,0
QUEEN,CHECKERS,0
QUEEN,CRYPTOGRAPHY,0
QUEEN,BACKGAMMON,0
STOP SIGN,GO,0
STOP SIGN,CHECKERS,0
STOP SIGN,CRYPTOGRAPHY,0
STOP SIGN,FULL,0
STOP SIGN,BACKGAMMON,0
GO,CRYPTOGRAPHY,0
GO,FULL,0
CHECKERS,CRYPTOGRAPHY,0
CHECKERS,FULL,0
CRYPTOGRAPHY,FULL,0
CRYPTOGRAPHY,BACKGAMMON,0
FULL,BACKGAMMON,0
SQUASH,CRICKET,1
SQUASH,POLO,1
SQUASH,FENCING,1
TEE,TANK,1
TEE,CAMI,1
TEE,HALTER,1
CARROT,CORN,1
CARROT,ONION,1
CARROT,BEET,1
ANT,MANTIS,1
ANT,BEETLE,1
ANT,TERMITE,1
TANK,CAMI,1
TANK,HALTER,1
CORN,ONION,1
CORN,BEET,1
CRICKET,POLO,1
CRICKET,FENCING,1
MANTIS,BEETLE,1
MANTIS,TERMITE,1
POLO,FENCING,1
ONION,BEET,1
BEETLE,TERMITE,1
CAMI,HALTER,1
SQUASH,TEE,0
SQUASH,CARROT,0
SQUASH,ANT,0
SQUASH,TANK,0
SQUASH,CORN,0
SQUASH,MANTIS,0
SQUASH,ONION,0
SQUASH,BEETLE,0
SQUASH,BEET,0
SQUASH,CAMI,0
SQUASH,TERMITE,0
SQUASH,HALTER,0
TEE,CARROT,0
TEE,ANT,0
TEE,CORN,0
TEE,CRICKET,0
TEE,MANTIS,0
TEE,POLO,0
TEE,ONION,0
TEE,BEETLE,0
TEE,BEET,0
TEE,TERMITE,0
TEE,FENCING,0
CARROT,ANT,0
CARROT,TANK,0
CARROT,CRICKET,0
CARROT,MANTIS,0
CARROT,POLO,0
CARROT,BEETLE,0
CARROT,CAMI,0
CARROT,TERMITE,0
CARROT,HALTER,0
CARROT,FENCING,0
ANT,TANK,0
ANT,CORN,0
ANT,CRICKET,0
ANT,POLO,0
ANT,ONION,0
ANT,BEET,0
ANT,CAMI,0
ANT,HALTER,0
ANT,FENCING,0
TANK,CORN,0
TANK,CRICKET,0
TANK,MANTIS,0
TANK,POLO,0
TANK,ONION,0
TANK,BEETLE,0
TANK,BEET,0
TANK,TERMITE,0
TANK,FENCING,0
CORN,CRICKET,0
CORN,MANTIS,0
CORN,POLO,0
CORN,BEETLE,0
CORN,CAMI,0
CORN,TERMITE,0
CORN,HALTER,0
CORN,FENCING,0
CRICKET,MANTIS,0
CRICKET,ONION,0
CRICKET,BEETLE,0
CRICKET,BEET,0
CRICKET,CAMI,0
CRICKET,TERMITE,0
CRICKET,HALTER,0
MANTIS,POLO,0
MANTIS,ONION,0
MANTIS,BEET,0
MANTIS,CAMI,0
MANTIS,HALTER,0
MANTIS,FENCING,0
POLO,ONION,0
POLO,BEETLE,0
POLO,BEET,0
POLO,CAMI,0
POLO,TERMITE,0
POLO,HALTER,0
ONION,BEETLE,0
ONION,CAMI,0
ONION,TERMITE,0
ONION,HALTER,0
ONION,FENCING,0
BEETLE,BEET,0
BEETLE,CAMI,0
BEETLE,HALTER,0
BEETLE,FENCING,0
BEET,CAMI,0
BEET,TERMITE,0
BEET,HALTER,0
BEET,FENCING,0
CAMI,TERMITE,0
CAMI,FENCING,0
TERMITE,HALTER,0
TERMITE,FENCING,0
HALTER,FENCING,0
TWINS,GOAT,1
TWINS,SCALES,1
TWINS,FISH,1
TURKEY,JAY,1
TURKEY,CRANE,1
TURKEY,SWALLOW,1
GOAT,SCALES,1
GOAT,FISH,1
KIWI,ORANGE,1
KIWI,DATE,1
KIWI,LEMON,1
SCALES,FISH,1
JORDAN,GEORGIA,1
JORDAN,TOGO,1
JORDAN,CHAD,1
JAY,CRANE,1
JAY,SWALLOW,1
ORANGE,DATE,1
ORANGE,LEMON,1
GEORGIA,TOGO,1
GEORGIA,CHAD,1
DATE,LEMON,1
CRANE,SWALLOW,1
TOGO,CHAD,1
TWINS,TURKEY,0
TWINS,KIWI,0
TWINS,JORDAN,0
TWINS,JAY,0
